defect_type,defect_size_mm,machine_id,machine_age_years,days_since_maintenance,shift,operator_experience_years,production_speed_mpm,thread_tension_n,humidity_pct,temperature_c,fabric_batch_quality_score,root_cause
stain,1.1,M05,1.0,52,afternoon,2.1,23.9,16.85,67.0,23.7,69.0,material_issue
hole,9.7,M04,8.7,2,afternoon,25.0,30.4,14.89,53.0,23.0,78.9,human_error
stain,6.0,M06,5.8,159,night,14.8,28.6,16.14,52.0,16.7,93.2,machine_fault
color_defect,2.0,M04,10.2,1,afternoon,0.2,35.7,11.13,67.8,21.4,76.7,human_error
hole,6.1,M07,8.1,93,afternoon,0.5,24.3,11.69,74.6,26.5,61.2,machine_fault
thread_error,2.6,M07,2.7,15,afternoon,10.2,27.0,12.9,78.2,21.6,86.4,material_issue
stain,4.4,M12,2.0,1,afternoon,1.0,33.7,14.78,67.4,28.0,58.2,material_issue
thread_error,1.6,M03,1.3,24,afternoon,5.3,35.8,12.42,41.1,23.4,72.4,machine_fault
cut,1.9,M07,7.5,6,afternoon,8.7,29.3,13.65,44.4,23.9,84.8,human_error
stain,10.3,M04,1.7,2,morning,10.3,30.3,11.6,76.4,21.4,51.3,material_issue
objects,1.8,M10,10.1,65,afternoon,5.8,46.1,15.58,46.9,25.1,71.8,human_error
cut,24.4,M12,12.7,52,afternoon,3.3,35.8,7.76,54.4,29.0,85.6,human_error
oil_spot,6.5,M03,12.7,4,afternoon,2.3,15.6,7.73,61.6,25.4,73.9,human_error
hole,3.6,M09,1.0,11,afternoon,4.7,61.5,8.97,60.1,28.5,64.6,human_error
hole,9.1,M04,9.1,22,night,11.4,36.5,16.59,50.5,20.7,99.0,human_error
stain,3.7,M10,2.9,3,night,0.3,30.1,13.75,65.2,23.8,54.6,human_error
objects,1.0,M12,6.0,5,afternoon,5.1,42.0,10.29,49.1,21.4,70.2,machine_fault
thread_error,6.1,M03,9.5,62,morning,2.2,32.7,10.09,49.3,21.2,69.2,machine_fault
oil_spot,9.5,M03,10.9,7,morning,6.7,38.1,10.36,52.5,21.9,75.6,human_error
cut,1.7,M12,12.1,52,night,9.1,36.1,11.87,60.1,25.2,85.6,machine_fault
stain,8.1,M09,2.4,8,morning,8.0,27.1,11.41,47.4,28.9,70.3,material_issue
thread_error,2.5,M04,9.5,20,night,2.1,21.3,12.7,51.3,23.6,76.6,human_error
stain,11.8,M10,6.4,3,afternoon,1.5,22.7,11.85,38.4,27.7,43.4,material_issue
color_defect,17.2,M02,6.8,3,morning,2.0,24.1,10.61,49.3,20.0,54.9,human_error
oil_spot,24.1,M09,1.4,9,morning,3.5,17.8,18.48,45.3,22.8,83.2,material_issue
thread_error,20.4,M06,11.6,39,morning,3.0,33.3,9.58,41.7,22.5,87.4,machine_fault
cut,1.9,M02,13.9,24,night,0.4,44.9,12.8,73.5,26.7,67.1,human_error
hole,4.6,M11,8.3,33,morning,5.6,37.8,14.02,61.7,23.3,80.3,human_error
objects,17.2,M12,15.0,32,afternoon,2.4,41.6,10.91,70.6,24.8,99.6,machine_fault
objects,1.8,M09,10.5,26,morning,4.8,26.4,13.22,54.0,24.8,58.2,machine_fault
oil_spot,3.7,M01,9.9,28,morning,13.6,23.0,7.01,47.8,26.8,67.1,material_issue
color_defect,9.5,M11,7.8,0,night,7.0,32.4,8.97,51.5,26.7,62.0,material_issue
cut,21.3,M05,2.0,49,night,9.6,31.1,12.75,42.2,23.5,96.0,human_error
cut,2.5,M09,13.3,15,morning,10.1,43.8,11.92,58.5,25.0,40.9,material_issue
stain,1.4,M12,0.7,0,afternoon,2.7,34.8,8.86,66.0,23.4,59.5,material_issue
color_defect,1.2,M05,9.9,16,morning,3.0,36.5,14.35,62.5,32.2,64.3,human_error
hole,7.7,M03,7.4,7,morning,1.6,44.5,9.31,39.1,25.2,74.0,human_error
cut,4.9,M04,2.1,16,morning,3.8,40.5,10.22,59.4,23.2,69.6,human_error
thread_error,26.8,M09,8.7,3,morning,4.2,36.6,13.35,52.7,23.8,53.9,machine_fault
oil_spot,12.3,M03,8.9,1,afternoon,0.6,42.8,14.91,47.3,26.5,84.4,human_error
thread_error,23.6,M07,3.8,24,morning,0.5,29.9,13.26,64.7,21.9,62.0,human_error
hole,5.1,M01,12.6,13,night,1.7,29.7,13.72,52.1,28.6,70.3,human_error
hole,20.8,M01,10.0,28,morning,3.5,36.2,13.49,72.5,26.1,93.6,machine_fault
oil_spot,6.0,M09,10.0,6,night,2.2,45.4,6.19,55.9,27.2,48.7,material_issue
objects,3.6,M08,9.2,23,morning,2.3,36.5,13.24,64.2,21.7,65.3,material_issue
objects,8.0,M05,7.7,110,afternoon,1.0,30.4,12.02,63.7,28.5,88.6,machine_fault
cut,3.1,M05,8.7,10,night,2.5,42.4,8.39,44.8,28.8,56.4,human_error
objects,5.6,M11,6.3,27,morning,1.5,34.0,9.45,37.8,24.8,85.1,machine_fault
color_defect,16.2,M04,11.1,1,morning,1.5,34.1,9.47,55.1,25.1,87.8,material_issue
stain,7.8,M03,0.6,26,afternoon,2.7,35.8,10.6,45.7,26.7,57.2,material_issue
color_defect,1.4,M09,5.5,11,afternoon,6.7,38.4,16.82,56.8,21.0,94.9,material_issue
oil_spot,19.9,M09,11.2,115,night,1.9,18.6,14.19,47.6,21.7,78.9,machine_fault
objects,2.2,M01,6.1,17,afternoon,3.1,45.1,9.53,49.2,27.1,71.3,human_error
stain,18.4,M04,11.2,0,afternoon,0.7,29.6,12.73,68.0,28.8,37.1,material_issue
oil_spot,1.1,M07,13.8,37,night,17.3,43.4,14.07,71.2,26.3,71.9,human_error
oil_spot,5.2,M05,0.8,13,night,1.5,38.2,12.46,35.8,23.2,74.2,human_error
hole,1.8,M01,11.3,4,morning,4.8,32.0,13.34,61.8,20.9,61.1,machine_fault
color_defect,6.0,M09,13.8,15,afternoon,1.4,42.8,10.39,40.3,23.4,74.1,material_issue
stain,11.8,M11,13.6,3,afternoon,3.6,29.9,13.14,56.9,25.7,68.1,material_issue
stain,7.5,M05,11.2,0,morning,4.4,37.6,14.36,63.0,22.6,69.5,material_issue
objects,12.5,M10,9.9,5,morning,4.0,25.0,11.53,40.6,20.8,76.7,material_issue
objects,47.0,M08,10.3,23,afternoon,4.2,37.2,10.54,68.1,27.4,91.6,machine_fault
oil_spot,9.6,M02,10.8,29,morning,4.2,43.1,10.02,64.3,20.7,62.3,material_issue
cut,11.3,M12,1.6,10,morning,6.2,48.6,9.94,58.9,24.2,73.3,human_error
oil_spot,3.3,M05,12.5,4,morning,3.2,33.2,14.6,72.2,18.5,92.3,material_issue
color_defect,6.2,M02,13.0,20,morning,1.6,32.2,14.66,80.4,25.5,55.3,material_issue
oil_spot,1.5,M09,5.2,65,afternoon,6.2,38.7,14.91,50.3,20.2,93.1,material_issue
color_defect,9.9,M09,4.5,24,night,5.2,29.8,13.95,53.3,22.1,72.1,human_error
objects,11.9,M01,2.1,4,afternoon,2.2,40.1,12.01,66.7,23.4,62.8,machine_fault
cut,4.8,M01,2.8,5,night,2.3,39.6,9.17,47.8,25.1,61.4,human_error
oil_spot,12.0,M04,8.8,24,night,5.4,33.1,10.67,40.4,19.6,92.2,human_error
oil_spot,7.7,M05,7.9,10,night,5.4,38.9,8.3,45.3,25.3,86.0,material_issue
color_defect,6.5,M09,5.3,19,morning,0.6,29.3,12.19,43.0,28.8,96.2,human_error
objects,13.5,M05,4.9,12,morning,1.3,25.0,13.47,62.5,24.7,68.5,machine_fault
cut,11.5,M02,7.7,8,morning,7.3,35.9,14.62,50.7,23.3,74.7,human_error
oil_spot,4.1,M05,1.6,15,afternoon,5.0,44.9,13.65,41.9,22.6,64.5,material_issue
cut,6.6,M09,2.4,4,night,3.2,38.1,11.09,65.2,23.3,65.2,human_error
objects,23.4,M10,11.8,11,afternoon,2.2,41.3,13.14,15.0,27.9,59.6,material_issue
thread_error,4.0,M06,14.1,19,night,0.7,45.4,13.51,66.1,21.4,83.7,human_error
hole,1.9,M12,5.3,14,afternoon,15.8,46.0,11.96,52.0,30.2,43.4,machine_fault
objects,3.0,M10,5.6,26,afternoon,0.3,32.0,17.57,53.0,25.0,89.2,machine_fault
stain,4.3,M11,4.2,17,morning,2.8,46.8,8.71,52.7,24.0,60.6,material_issue
oil_spot,5.9,M05,6.8,0,morning,0.3,24.9,12.89,27.1,23.9,66.0,material_issue
thread_error,2.3,M09,14.3,0,morning,8.5,38.8,8.72,32.1,24.0,63.0,machine_fault
hole,7.3,M11,13.3,7,afternoon,5.4,39.3,12.28,65.1,24.6,80.6,machine_fault
thread_error,13.5,M01,14.6,58,morning,0.7,51.3,15.57,69.7,26.5,61.4,machine_fault
cut,9.3,M08,4.5,1,morning,1.5,35.3,12.29,57.7,23.9,73.8,human_error
thread_error,14.9,M08,8.4,2,afternoon,0.3,59.2,10.24,59.1,18.7,82.8,human_error
oil_spot,13.3,M02,14.6,62,afternoon,6.9,41.5,19.49,56.3,22.1,77.6,machine_fault
hole,41.4,M06,8.9,9,afternoon,2.3,30.8,11.3,36.8,25.2,71.1,material_issue
color_defect,11.4,M05,1.7,29,afternoon,0.4,36.3,14.94,35.7,23.8,63.6,material_issue
thread_error,13.8,M11,6.5,13,morning,2.4,59.9,14.65,55.9,28.0,85.6,human_error
hole,13.5,M08,13.7,17,afternoon,7.7,34.9,13.47,30.7,28.4,73.0,machine_fault
thread_error,29.3,M10,2.1,4,night,2.7,49.1,9.9,50.3,21.5,77.8,human_error
oil_spot,3.3,M07,6.4,34,morning,0.2,44.7,9.37,48.2,26.1,85.1,human_error
oil_spot,29.3,M11,7.1,12,night,1.5,35.7,7.95,68.2,24.3,89.6,human_error
hole,7.2,M12,11.1,11,morning,3.9,33.9,10.66,65.8,22.3,75.7,machine_fault
objects,3.2,M10,10.6,16,morning,0.2,34.8,6.21,48.3,22.5,100.0,human_error
cut,1.9,M03,13.9,1,morning,2.6,22.5,16.64,68.6,19.8,77.3,human_error
oil_spot,1.6,M06,3.3,80,afternoon,12.0,46.4,7.92,78.2,22.4,69.2,material_issue
color_defect,13.7,M03,11.7,4,morning,0.9,29.9,11.17,38.0,19.8,83.1,human_error
color_defect,21.4,M12,8.9,55,morning,2.5,42.7,13.09,44.7,21.1,90.4,human_error
objects,3.0,M01,7.9,16,afternoon,0.6,26.6,9.95,57.5,28.2,73.5,human_error
color_defect,4.2,M04,11.6,12,morning,4.7,30.2,10.65,54.6,23.8,100.0,human_error
thread_error,8.9,M01,13.2,11,night,2.1,36.6,8.77,76.4,27.5,66.5,human_error
color_defect,2.4,M06,12.5,58,afternoon,8.0,37.7,15.03,50.2,24.9,81.6,material_issue
objects,16.5,M03,9.0,14,night,1.1,45.0,10.69,25.9,26.1,76.2,human_error
thread_error,7.5,M05,4.4,9,afternoon,1.1,49.1,12.3,43.0,25.2,91.2,machine_fault
color_defect,13.0,M09,1.2,12,morning,5.1,25.4,10.72,60.3,24.1,73.8,material_issue
color_defect,28.6,M10,4.9,56,morning,10.5,32.7,8.34,54.9,24.7,100.0,machine_fault
color_defect,19.1,M04,9.8,3,morning,8.8,40.7,7.35,46.5,23.5,57.4,material_issue
oil_spot,2.6,M07,12.1,61,night,2.1,35.3,15.32,43.5,20.8,67.3,human_error
color_defect,11.9,M07,3.7,1,afternoon,2.8,27.2,18.38,87.3,22.1,68.2,material_issue
cut,10.3,M03,3.4,7,afternoon,1.8,25.9,13.87,43.0,28.0,100.0,human_error
hole,26.6,M09,9.9,25,night,5.3,25.3,11.57,42.9,22.0,72.4,material_issue
hole,3.9,M05,2.6,7,morning,2.0,46.4,20.44,46.3,25.8,72.7,human_error
cut,8.0,M08,3.2,29,afternoon,2.8,27.2,12.83,42.6,19.5,87.0,human_error
thread_error,5.1,M03,10.5,8,afternoon,4.9,28.5,13.56,75.7,28.8,69.2,material_issue
oil_spot,15.5,M10,8.9,5,afternoon,6.6,31.0,14.93,71.6,25.0,77.2,material_issue
oil_spot,2.4,M04,11.0,16,morning,5.2,42.9,15.81,73.4,27.0,89.5,material_issue
hole,36.4,M05,6.0,33,afternoon,4.4,27.0,10.34,72.9,19.3,88.7,machine_fault
objects,7.3,M08,5.0,2,afternoon,2.9,47.5,13.2,50.9,21.6,64.0,human_error
stain,13.2,M06,0.8,10,night,2.9,24.9,10.06,50.5,23.3,74.2,human_error
cut,1.1,M06,5.2,1,morning,0.2,39.1,12.73,72.2,27.7,56.8,human_error
oil_spot,5.5,M02,5.8,11,afternoon,3.9,41.8,13.75,45.2,29.9,76.0,material_issue
hole,15.9,M12,3.6,91,afternoon,1.4,24.9,14.22,48.3,26.8,75.2,machine_fault
thread_error,4.8,M01,5.7,6,afternoon,1.7,27.0,10.36,39.5,22.8,72.9,material_issue
oil_spot,1.1,M12,1.3,50,night,2.3,27.4,17.41,48.5,23.3,94.8,human_error
thread_error,2.0,M02,11.7,5,morning,1.9,42.7,11.31,38.7,29.1,84.2,machine_fault
stain,2.7,M12,1.6,1,afternoon,12.7,19.8,9.58,55.1,24.3,53.9,material_issue
objects,12.1,M06,5.0,14,morning,0.7,35.5,13.62,57.1,22.8,75.6,human_error
objects,12.1,M08,2.5,8,night,2.8,29.2,11.91,46.9,24.6,66.8,human_error
hole,5.8,M07,6.2,77,morning,0.4,28.5,14.73,44.4,25.9,49.5,machine_fault
hole,1.0,M12,4.3,5,afternoon,3.9,36.0,10.71,71.4,21.9,78.4,machine_fault
stain,1.6,M04,4.3,5,morning,9.9,44.4,11.0,57.6,28.5,48.4,material_issue
objects,4.2,M10,4.5,15,morning,2.2,31.2,12.64,54.3,26.3,89.3,machine_fault
objects,25.5,M05,3.8,3,morning,2.7,30.6,14.85,71.1,24.9,81.8,human_error
cut,15.2,M11,6.9,36,night,12.8,28.5,10.12,54.0,22.7,82.9,machine_fault
oil_spot,9.8,M11,1.2,23,night,4.2,48.8,13.45,44.8,23.6,73.9,human_error
hole,17.6,M05,2.7,79,afternoon,2.6,28.1,12.61,45.8,24.3,100.0,machine_fault
color_defect,10.2,M10,3.0,39,night,6.0,33.8,12.85,54.6,27.4,82.2,human_error
thread_error,5.2,M02,11.1,4,morning,11.5,35.8,9.88,76.2,24.5,77.4,machine_fault
stain,6.3,M09,14.0,3,night,2.1,28.3,10.41,80.0,24.2,79.3,human_error
hole,2.4,M10,9.1,3,morning,5.0,34.8,10.38,52.4,20.6,71.0,machine_fault
stain,8.7,M12,9.3,1,afternoon,2.1,40.4,7.17,43.3,18.6,67.7,human_error
color_defect,3.7,M12,9.0,13,morning,0.4,27.2,12.37,64.6,18.8,84.8,material_issue
stain,1.0,M04,4.3,35,afternoon,18.4,35.4,13.83,60.3,28.7,62.0,material_issue
stain,9.9,M03,9.4,22,morning,2.4,46.2,15.43,46.9,26.8,70.0,material_issue
objects,15.3,M11,3.0,1,night,0.7,27.2,14.11,65.8,31.2,82.2,human_error
cut,3.1,M06,10.8,0,afternoon,7.3,31.2,11.69,59.3,24.5,84.0,machine_fault
cut,8.1,M09,0.9,7,afternoon,0.6,39.9,12.9,50.1,24.2,70.3,human_error
thread_error,2.7,M11,5.7,10,afternoon,5.9,37.4,11.1,57.7,24.2,94.7,machine_fault
objects,20.2,M03,2.2,2,morning,1.5,30.8,12.93,39.0,23.4,63.5,material_issue
oil_spot,1.2,M11,13.6,2,night,1.3,52.3,10.99,52.1,21.8,84.9,human_error
stain,14.3,M03,11.2,16,night,3.5,43.2,11.3,59.2,24.5,87.5,human_error
color_defect,44.1,M05,7.0,26,morning,7.8,30.7,11.8,80.5,30.0,67.0,material_issue
cut,10.4,M12,12.7,60,afternoon,0.8,29.9,12.53,68.8,25.5,66.1,human_error
color_defect,3.5,M04,11.3,13,afternoon,0.6,38.3,15.06,56.5,25.2,92.7,human_error
thread_error,21.1,M02,4.8,24,afternoon,0.8,43.4,12.71,72.9,21.5,57.5,human_error
oil_spot,2.3,M05,9.5,25,night,2.3,37.6,12.03,54.0,25.3,58.1,human_error
objects,32.2,M06,6.7,35,afternoon,3.5,32.0,13.86,64.1,25.3,66.6,machine_fault
cut,6.1,M02,9.8,31,afternoon,0.8,38.7,11.7,51.3,23.6,51.8,human_error
hole,1.5,M06,10.8,34,night,2.2,42.1,10.78,57.4,28.5,79.9,human_error
objects,2.6,M10,7.1,14,afternoon,12.0,24.5,14.2,82.0,25.7,91.5,machine_fault
stain,1.8,M02,12.3,8,night,0.7,34.8,10.27,54.7,23.6,72.2,human_error
hole,40.2,M10,8.7,9,night,0.6,38.6,12.15,70.0,21.6,73.0,human_error
thread_error,2.4,M10,3.3,26,morning,6.5,37.0,16.95,65.2,25.0,95.3,machine_fault
cut,4.3,M08,0.9,11,afternoon,3.7,30.7,7.87,78.7,23.5,86.2,human_error
color_defect,9.4,M10,12.8,30,night,1.3,22.3,13.72,58.9,21.9,81.2,human_error
color_defect,3.5,M06,11.4,21,afternoon,5.2,41.5,15.49,52.1,28.2,77.4,machine_fault
cut,6.5,M02,8.4,0,afternoon,1.4,15.1,10.54,65.3,25.3,66.1,human_error
thread_error,21.4,M04,9.7,3,morning,6.1,36.6,11.96,46.2,17.2,59.6,human_error
stain,17.4,M09,10.8,4,morning,0.3,33.8,12.57,39.6,21.3,99.5,material_issue
color_defect,8.9,M05,4.8,0,afternoon,0.7,35.5,11.63,51.5,29.1,81.4,material_issue
objects,1.7,M04,12.4,12,morning,7.2,40.2,10.6,33.5,17.1,82.5,machine_fault
hole,6.0,M11,11.1,27,afternoon,2.7,26.1,8.63,49.3,24.6,50.8,material_issue
stain,1.4,M03,4.5,12,afternoon,1.7,35.8,9.65,67.4,20.2,64.6,material_issue
oil_spot,9.4,M01,5.5,5,afternoon,0.3,24.2,10.01,52.2,20.0,48.6,machine_fault
color_defect,7.9,M10,13.8,46,afternoon,3.2,25.6,10.08,82.3,23.4,75.7,material_issue
cut,1.0,M10,14.8,4,night,5.0,32.5,11.64,56.4,23.9,77.2,human_error
thread_error,2.1,M04,11.7,2,morning,0.0,35.7,13.06,65.8,27.9,79.3,machine_fault
stain,1.5,M06,9.3,0,morning,2.6,41.9,4.95,66.8,27.5,88.5,material_issue
cut,1.9,M03,2.4,33,morning,4.8,26.3,9.57,50.4,24.1,84.6,human_error
thread_error,6.4,M10,11.0,40,morning,0.3,38.8,12.08,59.6,23.6,65.5,machine_fault
hole,5.2,M11,11.3,36,night,3.5,34.8,15.82,53.6,23.6,44.2,machine_fault
color_defect,6.6,M08,11.3,16,afternoon,1.2,54.4,10.22,45.2,25.6,67.1,human_error
hole,1.4,M08,5.2,25,night,4.1,36.2,10.44,55.0,25.6,63.6,human_error
objects,5.7,M12,1.3,17,night,3.0,36.5,12.57,46.5,29.9,65.3,human_error
objects,9.1,M02,14.2,31,afternoon,1.0,49.9,10.82,62.3,31.2,49.8,human_error
objects,7.6,M04,14.3,1,night,1.5,27.1,12.08,53.5,21.8,61.8,machine_fault
objects,22.3,M10,4.6,8,night,7.3,35.2,11.27,46.6,20.8,58.2,material_issue
stain,24.4,M11,9.1,1,night,1.3,34.8,16.37,49.1,25.1,91.9,human_error
stain,17.7,M02,7.6,2,afternoon,3.2,33.5,13.88,52.1,23.0,68.0,material_issue
stain,2.2,M03,13.3,50,afternoon,1.3,34.6,9.67,56.0,25.9,63.6,human_error
thread_error,22.1,M11,2.2,19,afternoon,7.9,50.9,17.98,64.2,24.2,60.8,machine_fault
cut,6.0,M01,2.2,25,night,5.2,48.7,8.71,53.3,28.1,86.2,human_error
hole,14.1,M08,10.3,25,morning,3.4,29.7,10.53,44.9,29.2,74.8,human_error
thread_error,3.8,M10,0.8,3,morning,14.3,39.5,16.05,53.3,22.5,100.0,machine_fault
hole,3.4,M06,14.2,7,night,3.6,34.8,13.11,63.6,26.2,96.7,human_error
stain,3.1,M02,9.7,19,morning,2.0,32.5,9.05,52.4,23.0,85.9,human_error
hole,2.3,M05,9.5,3,morning,11.8,37.4,16.07,46.9,19.8,68.6,material_issue
stain,4.2,M11,6.9,8,afternoon,2.5,34.2,12.79,44.5,26.6,100.0,human_error
hole,4.3,M09,10.7,29,morning,2.1,39.1,15.36,47.1,21.6,67.1,human_error
objects,21.2,M08,3.7,27,morning,3.8,34.0,14.69,64.7,25.7,81.2,machine_fault
hole,12.0,M06,7.9,1,morning,2.3,55.8,9.41,53.4,24.2,67.0,human_error
color_defect,3.1,M06,9.3,54,afternoon,6.6,43.7,11.04,44.4,21.0,59.0,material_issue
oil_spot,4.8,M09,1.7,9,morning,4.2,28.6,14.04,49.7,29.3,77.9,material_issue
stain,7.9,M02,6.0,3,night,1.6,40.9,13.43,48.3,28.1,77.7,human_error
color_defect,25.5,M12,2.8,10,afternoon,1.8,41.9,9.43,60.8,28.5,77.4,human_error
color_defect,8.4,M06,1.3,23,afternoon,1.8,50.0,9.77,54.0,22.7,68.7,human_error
objects,5.7,M08,13.6,46,night,9.0,33.7,10.81,38.7,29.0,74.7,machine_fault
objects,5.2,M07,4.9,18,afternoon,1.6,23.4,8.48,61.9,26.6,86.8,machine_fault
stain,13.3,M02,13.5,3,night,5.4,32.6,8.88,73.0,22.7,97.9,material_issue
stain,5.6,M09,6.7,32,morning,7.9,33.0,11.6,58.3,22.3,31.6,material_issue
cut,11.9,M12,1.6,15,afternoon,1.3,39.8,14.65,43.4,29.5,48.8,human_error
hole,5.0,M02,10.7,4,morning,12.7,21.1,15.55,56.4,28.2,63.8,machine_fault
stain,10.4,M03,9.3,9,morning,3.5,44.2,14.91,55.0,30.8,100.0,human_error
oil_spot,11.7,M12,4.3,50,night,3.2,31.2,11.24,57.1,23.3,46.3,human_error
hole,4.2,M07,5.1,8,afternoon,1.3,18.5,9.83,62.9,28.5,57.8,human_error
stain,1.4,M04,14.7,7,night,3.3,42.1,6.56,50.9,20.2,97.4,human_error
objects,13.1,M05,4.6,1,morning,3.8,23.3,13.64,65.8,26.2,77.3,machine_fault
cut,4.9,M02,0.8,7,afternoon,0.5,34.2,9.34,64.0,25.6,53.5,human_error
oil_spot,5.7,M01,12.0,24,morning,2.9,18.4,8.18,59.3,24.1,71.8,material_issue
color_defect,10.4,M07,8.5,8,afternoon,4.5,35.1,13.21,35.6,24.7,70.2,material_issue
color_defect,14.5,M02,4.8,74,afternoon,0.8,14.5,7.36,93.0,22.0,97.0,human_error
objects,2.7,M10,6.6,21,morning,0.2,43.0,11.11,61.5,24.0,48.1,human_error
color_defect,1.6,M11,11.0,19,afternoon,3.4,34.8,12.12,64.7,23.7,70.0,material_issue
objects,5.9,M07,4.5,39,morning,1.1,30.6,12.1,48.4,22.0,68.7,machine_fault
color_defect,1.0,M04,0.6,7,afternoon,6.1,43.2,14.43,51.2,23.3,62.5,material_issue
thread_error,1.8,M10,13.3,22,morning,0.8,38.2,15.03,45.2,17.9,67.5,machine_fault
cut,16.8,M05,8.7,25,night,5.7,57.1,11.75,72.2,21.4,87.2,human_error
objects,4.2,M12,5.4,52,night,8.0,41.8,10.83,83.7,24.3,86.9,material_issue
cut,21.6,M06,5.9,30,morning,6.2,43.6,14.94,75.0,23.5,75.0,human_error
stain,10.8,M02,3.7,27,morning,1.3,51.0,11.18,47.0,23.5,70.2,material_issue
oil_spot,5.6,M06,1.6,14,night,3.7,26.7,9.92,90.3,21.0,66.7,material_issue
oil_spot,32.7,M03,10.0,78,morning,2.0,32.8,14.98,56.6,27.2,72.7,material_issue
cut,14.4,M03,13.4,26,afternoon,0.3,29.6,15.77,34.3,25.8,63.4,material_issue
stain,15.6,M01,13.4,16,morning,1.4,35.4,12.61,47.8,18.9,67.7,machine_fault
thread_error,15.6,M05,12.6,65,morning,0.0,21.6,12.86,45.6,23.8,58.9,machine_fault
hole,30.9,M05,5.6,3,night,2.1,35.2,11.96,65.4,22.4,88.1,human_error
stain,9.0,M03,7.3,2,afternoon,3.7,49.3,16.37,63.8,20.0,71.8,material_issue
cut,2.5,M04,5.9,10,night,0.1,41.2,12.29,57.0,26.4,62.9,human_error
thread_error,1.9,M07,1.0,30,night,13.0,40.3,13.09,44.9,30.7,60.7,human_error
thread_error,10.1,M08,1.4,4,afternoon,1.8,46.1,10.9,68.7,23.1,77.6,human_error
hole,17.7,M05,2.8,19,afternoon,0.1,31.7,10.46,29.2,21.7,78.8,human_error
stain,14.2,M12,9.6,5,morning,1.2,38.3,12.02,37.4,26.9,90.7,human_error
thread_error,5.1,M07,2.5,0,morning,6.0,35.5,10.3,43.1,22.9,84.5,material_issue
stain,13.1,M01,0.9,23,night,1.9,37.5,13.4,61.4,25.6,69.5,human_error
cut,10.9,M11,14.2,10,morning,1.6,34.9,14.95,62.6,17.7,86.0,material_issue
oil_spot,4.3,M11,2.3,11,morning,1.4,24.5,15.41,29.9,28.1,93.7,material_issue
cut,1.8,M01,7.8,20,afternoon,5.0,34.2,10.38,64.4,21.6,69.2,human_error
thread_error,10.4,M08,14.6,10,morning,0.7,31.4,10.8,55.1,24.4,43.5,machine_fault
objects,2.7,M05,4.7,11,morning,0.4,31.0,10.75,45.4,29.0,85.6,human_error
stain,19.1,M01,11.2,1,afternoon,1.3,22.8,13.06,54.1,27.7,92.6,human_error
oil_spot,14.8,M05,9.3,50,morning,1.1,48.3,12.22,79.9,21.5,100.0,material_issue
color_defect,9.7,M03,5.2,0,night,1.6,24.0,9.0,77.8,24.0,66.9,human_error
objects,12.8,M01,10.3,20,morning,6.8,44.2,12.55,49.5,26.2,68.4,machine_fault
oil_spot,10.0,M03,1.1,5,morning,0.5,34.6,13.92,72.3,26.9,51.1,material_issue
thread_error,25.2,M06,12.5,24,night,6.3,38.5,10.35,69.3,28.1,64.1,machine_fault
cut,3.2,M04,6.7,9,afternoon,5.7,39.7,15.89,43.2,22.6,68.9,human_error
hole,10.0,M08,6.9,39,morning,1.2,42.0,8.92,58.0,21.2,49.7,machine_fault
stain,1.4,M11,4.6,39,afternoon,1.7,24.2,13.24,56.4,19.3,50.4,material_issue
oil_spot,8.9,M08,0.6,31,afternoon,6.5,44.1,12.96,44.0,24.0,98.2,material_issue
cut,4.9,M11,10.5,2,afternoon,5.2,40.0,12.19,58.5,22.4,83.2,human_error
stain,7.2,M11,1.7,7,afternoon,0.8,32.6,8.85,62.8,25.4,85.4,human_error
color_defect,6.8,M11,3.1,66,morning,17.0,32.9,14.91,65.1,27.5,65.5,material_issue
cut,63.6,M07,7.7,11,afternoon,8.8,46.1,14.08,75.4,27.5,69.0,material_issue
hole,30.1,M06,12.0,11,night,1.3,28.1,9.9,69.2,25.3,42.6,material_issue
stain,26.4,M03,4.4,0,night,3.7,35.7,15.38,74.3,26.4,93.4,human_error
color_defect,30.7,M07,14.0,2,afternoon,3.9,33.0,10.38,58.8,20.8,72.4,material_issue
thread_error,21.4,M04,15.0,6,afternoon,8.2,24.4,15.58,58.2,25.3,84.8,machine_fault
oil_spot,1.6,M05,2.0,5,afternoon,1.3,34.2,13.27,77.1,22.8,39.9,material_issue
objects,27.9,M06,11.0,14,afternoon,0.7,25.2,15.86,69.7,20.4,100.0,machine_fault
cut,7.3,M02,12.7,9,afternoon,1.4,23.5,14.8,62.7,19.3,94.1,human_error
stain,7.8,M10,14.3,13,afternoon,10.3,27.1,8.92,68.8,25.9,89.7,material_issue
hole,8.4,M02,10.8,21,morning,0.2,33.8,8.65,65.4,24.9,79.5,human_error
thread_error,7.7,M10,5.2,40,morning,1.8,38.7,7.31,56.1,21.6,42.1,machine_fault
color_defect,4.6,M02,4.8,23,night,9.3,40.1,9.98,54.5,19.4,86.8,human_error
oil_spot,31.8,M08,9.8,22,afternoon,0.3,31.4,12.53,64.0,22.6,59.8,material_issue
cut,23.8,M04,12.6,1,afternoon,0.9,38.0,13.73,46.0,22.7,96.9,human_error
oil_spot,11.5,M01,1.2,30,afternoon,4.2,31.6,13.09,62.8,23.9,61.6,material_issue
